2025;Января;1;ночь;пасмурно;-8°;Южный ветер;7 м/с;754;95%;без осадков
2025;Января;1;утро;снег;0°;Юго-западный ветер;8 м/с;748;93%;без осадков
2025;Января;1;день;пасмурно;-5°;Западный ветер;6 м/с;754;90%;без осадков
2025;Января;1;вечер;пасмурно;-6°;Западный ветер;5 м/с;758;92%;без осадков
2024;Января;1;ночь;пасмурно;-17°;Южный ветер;4 м/с;755;98%;без осадков
2024;Января;1;утро;пасмурно;0°;Южный ветер;7 м/с;750;98%;без осадков
2024;Января;1;день;пасмурно;-5°;Юго-западный ветер;7 м/с;748;92%;без осадков
2024;Января;1;вечер;снег;-9°;Юго-западный ветер;5 м/с;751;94%;без осадков
2023;Января;1;ночь;пасмурно;-6°;Юго-восточный ветер;4 м/с;763;95%;без осадков
2023;Января;1;утро;снег;-5°;Юго-восточный ветер;3 м/с;764;95%;без осадков
2023;Января;1;день;пасмурно;-4°;Юго-восточный ветер;3 м/с;764;94%;без осадков
2023;Января;1;вечер;пасмурно;-3°;Юго-восточный ветер;2 м/с;763;96%;без осадков
2022;Января;1;ночь;пасмурно;-9°;Южный ветер;4 м/с;757;94%;без осадков
2022;Января;1;утро;пасмурно;-7°;Южный ветер;4 м/с;760;94%;без осадков
2022;Января;1;день;пасмурно;-5°;Южный ветер;4 м/с;758;93%;без осадков
2022;Января;1;вечер;пасмурно;-4°;Южный ветер;4 м/с;756;94%;без осадков
2021;Января;1;ночь;пасмурно;-12°;Юго-восточный ветер;3 м/с;776;95%;без осадков
2021;Января;1;утро;пасмурно;-10°;Юго-восточный ветер;1 м/с;777;94%;без осадков
2021;Января;1;день;пасмурно;-8°;Юго-восточный ветер;3 м/с;777;95%;без осадков
2021;Января;1;вечер;пасмурно;-8°;Юго-восточный ветер;3 м/с;776;96%;без осадков
2020;Января;1;ночь;пасмурно;-4°;Юго-западный ветер;4 м/с;749;96%;0.1 мм
2020;Января;1;утро;пасмурно;-4°;Южный ветер;3 м/с;747;97%;без осадков
2020;Января;1;день;пасмурно;-2°;Юго-западный ветер;3 м/с;749;95%;без осадков
2020;Января;1;вечер;пасмурно;-3°;Южный ветер;2 м/с;750;96%;без осадков
2019;Января;1;ночь;пасмурно;-18°;Южный ветер;2 м/с;761;89%;без осадков
2019;Января;1;утро;пасмурно;-18°;Южный ветер;2 м/с;761;81%;без осадков
2019;Января;1;день;пасмурно;-15°;Южный ветер;2 м/с;761;89%;без осадков
2019;Января;1;вечер;пасмурно;-15°;Южный ветер;2 м/с;761;89%;без осадков
2018;Января;1;ночь;снег;-5°;Юго-восточный ветер;5 м/с;755;90%;0.2 мм
2018;Января;1;утро;снег;-4°;Юго-восточный ветер;5 м/с;754;89%;0.4 мм
2018;Января;1;день;снег;-2°;Юго-восточный ветер;4 м/с;754;93%;0.3 мм
2018;Января;1;вечер;снег;-5°;Юго-восточный ветер;3 м/с;755;89%;0.5 мм
2025;Января;2;ночь;пасмурно;-9°;Южный ветер;8 м/с;753;93%;без осадков
2025;Января;2;утро;пасмурно;-5°;Южный ветер;6 м/с;755;94%;без осадков
2025;Января;2;день;пасмурно;-1°;Южный ветер;6 м/с;751;95%;без осадков
2025;Января;2;вечер;пасмурно;+1°;Южный ветер;8 м/с;747;97%;без осадков
2024;Января;2;ночь;пасмурно;-22°;Западный ветер;3 м/с;761;97%;без осадков
2024;Января;2;утро;малооблачно;-22°;Западный ветер;3 м/с;761;98%;без осадков
2024;Января;2;день;облачно;-23°;Юго-западный ветер;1 м/с;764;98%;без осадков
2024;Января;2;вечер;пасмурно;-20°;Юго-восточный ветер;1 м/с;765;94%;без осадков
2023;Января;2;ночь;пасмурно;-3°;Южный ветер;9 м/с;754;93%;без осадков
2023;Января;2;утро;снег;0°;Южный ветер;9 м/с;752;96%;без осадков
2023;Января;2;день;снег;0°;Южный ветер;8 м/с;745;99%;без осадков
2023;Января;2;вечер;пасмурно;0°;Западный ветер;8 м/с;747;98%;без осадков
2022;Января;2;ночь;пасмурно;-1°;Южный ветер;6 м/с;749;95%;без осадков
2022;Января;2;утро;снег;0°;Южный ветер;6 м/с;750;98%;без осадков
2022;Января;2;день;снег;0°;Юго-восточный ветер;7 м/с;747;96%;без осадков
2022;Января;2;вечер;снег;0°;Южный ветер;6 м/с;745;95%;без осадков
2021;Января;2;ночь;пасмурно;-11°;Юго-восточный ветер;4 м/с;775;95%;без осадков
2021;Января;2;утро;пасмурно;-10°;Юго-восточный ветер;3 м/с;776;95%;без осадков
2021;Января;2;день;пасмурно;-9°;Юго-восточный ветер;4 м/с;776;94%;без осадков
2021;Января;2;вечер;пасмурно;-9°;Юго-восточный ветер;4 м/с;775;94%;без осадков
2020;Января;2;ночь;ясно;-15°;Южный ветер;1 м/с;757;97%;0.4 мм
2020;Января;2;утро;снег;-4°;Западный ветер;4 м/с;753;97%;1.1 мм
2020;Января;2;день;пасмурно;-10°;Северо-западный ветер;2 м/с;758;94%;0.1 мм
2020;Января;2;вечер;малооблачно;-14°;Юго-западный ветер;1 м/с;761;95%;без осадков
2019;Января;2;ночь;пасмурно;-15°;Южный ветер;5 м/с;760;89%;без осадков
2019;Января;2;утро;пасмурно;-15°;Южный ветер;2 м/с;761;89%;без осадков
2019;Января;2;день;пасмурно;-15°;Южный ветер;2 м/с;761;89%;без осадков
2019;Января;2;вечер;пасмурно;-6°;Южный ветер;5 м/с;759;88%;без осадков
2018;Января;2;ночь;ясно;-7°;Юго-восточный ветер;1 м/с;756;90%;0.1 мм
2018;Января;2;утро;ясно;-6°;Юго-восточный ветер;1 м/с;756;93%;без осадков
2018;Января;2;день;ясно;-3°;Юго-восточный ветер;1 м/с;756;92%;без осадков
2018;Января;2;вечер;ясно;-6°;Южный ветер;1 м/с;757;92%;без осадков
2025;Января;3;ночь;пасмурно;0°;Юго-западный ветер;7 м/с;753;94%;без осадков
2025;Января;3;утро;пасмурно;0°;Юго-западный ветер;7 м/с;751;92%;без осадков
2025;Января;3;день;пасмурно;0°;Южный ветер;6 м/с;753;90%;без осадков
2025;Января;3;вечер;пасмурно;0°;Юго-западный ветер;6 м/с;755;93%;без осадков
2024;Января;3;ночь;снег;-14°;Северо-восточный ветер;3 м/с;754;98%;без осадков
2024;Января;3;утро;снег;-14°;Северо-восточный ветер;3 м/с;757;96%;без осадков
2024;Января;3;день;снег;-10°;Северо-восточный ветер;3 м/с;755;96%;без осадков
2024;Января;3;вечер;снег;-4°;Северо-восточный ветер;2 м/с;752;97%;без осадков
2023;Января;3;ночь;пасмурно;-10°;Западный ветер;7 м/с;755;98%;без осадков
2023;Января;3;утро;пасмурно;-5°;Западный ветер;7 м/с;754;89%;без осадков
2023;Января;3;день;пасмурно;-3°;Западный ветер;6 м/с;756;89%;без осадков
2023;Января;3;вечер;пасмурно;-4°;Западный ветер;5 м/с;758;96%;без осадков
2022;Января;3;ночь;пасмурно;-20°;Западный ветер;4 м/с;751;99%;без осадков
2022;Января;3;утро;пасмурно;-10°;Западный ветер;4 м/с;750;93%;без осадков
2022;Января;3;день;пасмурно;-14°;Юго-западный ветер;2 м/с;752;99%;без осадков
2022;Января;3;вечер;пасмурно;-17°;Юго-западный ветер;2 м/с;753;99%;без осадков
2021;Января;3;ночь;пасмурно;-11°;Юго-восточный ветер;5 м/с;776;96%;без осадков
2021;Января;3;утро;пасмурно;-11°;Юго-восточный ветер;5 м/с;775;94%;без осадков
2021;Января;3;день;снег;-9°;Юго-восточный ветер;6 м/с;775;95%;без осадков
2021;Января;3;вечер;снег;-9°;Южный ветер;5 м/с;777;95%;без осадков
2020;Января;3;ночь;пасмурно;-16°;Южный ветер;7 м/с;762;92%;без осадков
2020;Января;3;утро;ясно;-16°;Южный ветер;3 м/с;764;95%;без осадков
2020;Января;3;день;пасмурно;-11°;Южный ветер;5 м/с;764;93%;без осадков
2020;Января;3;вечер;пасмурно;-9°;Южный ветер;6 м/с;763;93%;без осадков
2019;Января;3;ночь;пасмурно;-8°;Южный ветер;5 м/с;760;92%;без осадков
2019;Января;3;утро;пасмурно;-7°;Южный ветер;4 м/с;760;95%;без осадков
2019;Января;3;день;пасмурно;-6°;Южный ветер;4 м/с;761;87%;без осадков
2019;Января;3;вечер;пасмурно;-6°;Южный ветер;3 м/с;761;89%;без осадков
2018;Января;3;ночь;снег;-9°;Южный ветер;1 м/с;759;100%;0.2 мм
2018;Января;3;утро;снег;-7°;Южный ветер;1 м/с;759;93%;0.2 мм
2018;Января;3;день;снег;-3°;Южный ветер;2 м/с;759;94%;0.2 мм
2018;Января;3;вечер;снег;-4°;Южный ветер;1 м/с;760;96%;0.2 мм
2025;Января;4;ночь;пасмурно;0°;Южный ветер;8 м/с;755;98%;без осадков
2025;Января;4;утро;пасмурно;-1°;Южный ветер;3 м/с;758;96%;без осадков
2025;Января;4;день;пасмурно;0°;Южный ветер;4 м/с;757;100%;без осадков
2025;Января;4;вечер;пасмурно;+1°;Южный ветер;8 м/с;755;94%;без осадков
2024;Января;4;ночь;пасмурно;-20°;Юго-восточный ветер;5 м/с;751;97%;без осадков
2024;Января;4;утро;пасмурно;-1°;Юго-восточный ветер;5 м/с;747;97%;без осадков
2024;Января;4;день;пасмурно;-9°;Юго-западный ветер;4 м/с;749;94%;без осадков
2024;Января;4;вечер;пасмурно;-15°;Юго-западный ветер;4 м/с;752;94%;без осадков
2023;Января;4;ночь;пасмурно;-15°;Юго-восточный ветер;1 м/с;755;100%;без осадков
2023;Января;4;утро;пасмурно;-6°;Восточный ветер;1 м/с;752;97%;без осадков
2023;Января;4;день;пасмурно;-4°;Северный ветер;1 м/с;750;96%;без осадков
2023;Января;4;вечер;пасмурно;-8°;Северо-западный ветер;1 м/с;752;98%;без осадков
2022;Января;4;ночь;малооблачно;-25°;Южный ветер;2 м/с;755;99%;без осадков
2022;Января;4;утро;пасмурно;-22°;Южный ветер;2 м/с;754;100%;без осадков
2022;Января;4;день;пасмурно;-17°;Южный ветер;2 м/с;755;100%;без осадков
2022;Января;4;вечер;пасмурно;-20°;Южный ветер;1 м/с;756;99%;без осадков
2021;Января;4;ночь;пасмурно;-10°;Южный ветер;4 м/с;779;96%;без осадков
2021;Января;4;утро;пасмурно;-11°;Южный ветер;3 м/с;779;95%;без осадков
2021;Января;4;день;пасмурно;-9°;Южный ветер;3 м/с;780;96%;без осадков
2021;Января;4;вечер;снег;-8°;Южный ветер;4 м/с;780;96%;без осадков
2020;Января;4;ночь;пасмурно;-4°;Южный ветер;7 м/с;759;91%;0.1 мм
2020;Января;4;утро;пасмурно;-1°;Юго-западный ветер;7 м/с;758;91%;без осадков
2020;Января;4;день;пасмурно;0°;Юго-западный ветер;7 м/с;758;90%;без осадков
2020;Января;4;вечер;пасмурно;-1°;Южный ветер;7 м/с;758;89%;без осадков
